"","log.radon","floor","county.name","county","u.full"
"1","1.84054963339749","1","ADAMS               ","1","0.685089806932212"
"2","1.19392246847243","0","ADAMS               ","1","0.685089806932212"
"3","2.06686275947298","0","ADAMS               ","1","0.685089806932212"
"4","2.42480272571829","0","ADAMS               ","1","0.685089806932212"
"5","2.2082744135228","1","ADAMS               ","1","0.685089806932212"
"6","2.61006979274201","0","ADAMS               ","1","0.685089806932212"
"7","1.02961941718116","1","ADAMS               ","1","0.685089806932212"
"8","1.62924053973028","0","ADAMS               ","1","0.685089806932212"
"9","1.62924053973028","0","ADAMS               ","1","0.685089806932212"
"10","3.32503602069659","0","ADAMS               ","1","0.685089806932212"
"11","2.19722457733622","0","ADAMS               ","1","0.685089806932212"
"12","1.16315080980568","1","ADAMS               ","1","0.685089806932212"
"13","1.98787434815435","0","ADAMS               ","1","0.685089806932212"
"14","3.18221184049661","0","ADAMS               ","1","0.685089806932212"
"15","1.85629799036563","0","ADAMS               ","1","0.685089806932212"
"16","1.7227665977411","0","ADAMS               ","1","0.685089806932212"
"17","0.8754687373539","0","ADAMS               ","1","0.685089806932212"
"18","1.88706964903238","0","ADAMS               ","1","0.685089806932212"
"19","0.993251773010283","0","ADAMS               ","1","0.685089806932212"
"20","2.61739583283408","0","ADAMS               ","1","0.685089806932212"
"21","2.07944154167984","0","ADAMS               ","1","0.685089806932212"
"22","2.18605127673809","0","ADAMS               ","1","0.685089806932212"
"23","3.17805383034795","0","ADAMS               ","1","0.685089806932212"
"24","1.45861502269952","1","BARNES              ","2","0.401617716379271"
"25","0.53062825106217","0","BARNES              ","2","0.401617716379271"
"26","1.38629436111989","1","BARNES              ","2","0.401617716379271"
"27","2.34180580614733","0","BARNES              ","2","0.401617716379271"
"28","1.87180217690159","0","BARNES              ","2","0.401617716379271"
"29","-0.105360515657826","0","BARNES              ","2","0.401617716379271"
"30","1.75785791755237","0","BARNES              ","2","0.401617716379271"
"31","1.7227665977411","0","BARNES              ","2","0.401617716379271"
"32","1.93152141160321","0","BARNES              ","2","0.401617716379271"
"33","2.05412373369555","0","BARNES              ","2","0.401617716379271"
"34","0.78845736036427","0","BARNES              ","2","0.401617716379271"
"35","1.64865862558738","0","BARNES              ","2","0.401617716379271"
"36","1.43508452528932","0","BARNES              ","2","0.401617716379271"
"37","2.7408400239252","0","BARNES              ","2","0.401617716379271"
"38","1.91692261218206","1","BARNES              ","2","0.401617716379271"
"39","1.68639895357023","1","BARNES              ","2","0.401617716379271"
"40","1.87180217690159","0","BARNES              ","2","0.401617716379271"
"41","1.66770682055808","0","BARNES              ","2","0.401617716379271"
"42","1.79175946922805","0","BARNES              ","2","0.401617716379271"
"43","3.10458667846607","0","BARNES              ","2","0.401617716379271"
"44","3.14845336057165","0","BARNES              ","2","0.401617716379271"
"45","1.87180217690159","0","BARNES              ","2","0.401617716379271"
"46","0.641853886172395","0","BARNES              ","2","0.401617716379271"
"47","2.45958884180371","0","BARNES              ","2","0.401617716379271"
"48","0.587786664902119","1","BARNES              ","2","0.401617716379271"
"49","1.38629436111989","0","BARNES              ","2","0.401617716379271"
"50","1.75785791755237","0","BARNES              ","2","0.401617716379271"
"51","3.7864597824528","0","BARNES              ","2","0.401617716379271"
"52","1.90210752639692","1","BARNES              ","2","0.401617716379271"
"53","-0.105360515657826","1","BARNES              ","2","0.401617716379271"
"54","1.7227665977411","0","BARNES              ","2","0.401617716379271"
"55","1.96009478404727","0","BARNES              ","2","0.401617716379271"
"56","2.484906649788","0","BARNES              ","2","0.401617716379271"
"57","1.06471073699243","0","BARNES              ","2","0.401617716379271"
