"","log.radon","floor","county.name","county","u.full"
"1","1.19392246847243","1","ADAMS               ","1","0.954872779585612"
"2","1.94591014905531","0","ADAMS               ","1","0.954872779585612"
"3","1.64865862558738","0","ADAMS               ","1","0.954872779585612"
"4","1.88706964903238","0","ADAMS               ","1","0.954872779585612"
"5","-0.693147180559945","1","ADAMS               ","1","0.954872779585612"
"6","-0.22314355131421","0","ADAMS               ","1","0.954872779585612"
"7","0.587786664902119","1","ADAMS               ","1","0.954872779585612"
"8","0.53062825106217","1","ADAMS               ","1","0.954872779585612"
"9","-0.105360515657826","1","ADAMS               ","1","0.954872779585612"
"10","-0.22314355131421","0","ADAMS               ","1","0.954872779585612"
"11","1.02961941718116","0","ADAMS               ","1","0.954872779585612"
"12","1.45861502269952","1","ADAMS               ","1","0.954872779585612"
"13","0.336472236621213","1","ADAMS               ","1","0.954872779585612"
"14","2.00148000021012","0","ADAMS               ","1","0.954872779585612"
"15","0.0953101798043249","1","ALLEN               ","2","0.91932213253287"
"16","0.587786664902119","1","ALLEN               ","2","0.91932213253287"
"17","2.47653840011748","0","ALLEN               ","2","0.91932213253287"
"18","0.262364264467491","1","ALLEN               ","2","0.91932213253287"
"19","2.58021682959233","0","ALLEN               ","2","0.91932213253287"
"20","-0.105360515657826","0","ALLEN               ","2","0.91932213253287"
"21","0.53062825106217","1","ALLEN               ","2","0.91932213253287"
"22","1.54756250871601","1","ALLEN               ","2","0.91932213253287"
"23","0.0953101798043249","1","ALLEN               ","2","0.91932213253287"
"24","1.33500106673234","0","ALLEN               ","2","0.91932213253287"
"25","1.62924053973028","1","ALLEN               ","2","0.91932213253287"
"26","2.43361335540045","0","ALLEN               ","2","0.91932213253287"
"27","0.405465108108164","1","ALLEN               ","2","0.91932213253287"
"28","2.71469474382088","1","ALLEN               ","2","0.91932213253287"
"29","0.78845736036427","1","ALLEN               ","2","0.91932213253287"
"30","0.405465108108164","1","ALLEN               ","2","0.91932213253287"
"31","2.17475172148416","0","ALLEN               ","2","0.91932213253287"
"32","1.22377543162212","0","ALLEN               ","2","0.91932213253287"
"33","1.06471073699243","0","ALLEN               ","2","0.91932213253287"
"34","0.182321556793955","1","ALLEN               ","2","0.91932213253287"
"35","0.262364264467491","0","ALLEN               ","2","0.91932213253287"
"36","2.02814824729229","0","ALLEN               ","2","0.91932213253287"
"37","-2.30258509299405","9","ALLEN               ","2","0.91932213253287"
"38","0.587786664902119","1","ALLEN               ","2","0.91932213253287"
"39","-0.356674943938732","0","ALLEN               ","2","0.91932213253287"
"40","0.0953101798043249","1","ALLEN               ","2","0.91932213253287"
"41","0.0953101798043249","0","ALLEN               ","2","0.91932213253287"
"42","1.02961941718116","0","ALLEN               ","2","0.91932213253287"
"43","0.8754687373539","1","ALLEN               ","2","0.91932213253287"
"44","1.09861228866811","0","ALLEN               ","2","0.91932213253287"
"45","0.182321556793955","0","ALLEN               ","2","0.91932213253287"
"46","0.587786664902119","0","ALLEN               ","2","0.91932213253287"
"47","-0.105360515657826","1","ALLEN               ","2","0.91932213253287"
"48","0.262364264467491","0","ALLEN               ","2","0.91932213253287"
"49","-0.356674943938732","1","ALLEN               ","2","0.91932213253287"
"50","1.30833281965018","1","ALLEN               ","2","0.91932213253287"
"51","0","0","ALLEN               ","2","0.91932213253287"
"52","1.33500106673234","0","ALLEN               ","2","0.91932213253287"
"53","0.693147180559945","1","ALLEN               ","2","0.91932213253287"
"54","0","9","ALLEN               ","2","0.91932213253287"
"55","-0.22314355131421","1","ALLEN               ","2","0.91932213253287"
"56","0.336472236621213","1","ALLEN               ","2","0.91932213253287"
"57","0.0953101798043249","1","ALLEN               ","2","0.91932213253287"
"58","-0.22314355131421","0","ALLEN               ","2","0.91932213253287"
"59","1.38629436111989","0","ALLEN               ","2","0.91932213253287"
"60","0.182321556793955","0","ALLEN               ","2","0.91932213253287"
"61","0.53062825106217","0","ALLEN               ","2","0.91932213253287"
"62","0","1","ALLEN               ","2","0.91932213253287"
"63","0.336472236621213","0","ALLEN               ","2","0.91932213253287"
"64","-0.22314355131421","0","ALLEN               ","2","0.91932213253287"
"65","-0.22314355131421","1","ALLEN               ","2","0.91932213253287"
"66","1.66770682055808","0","ALLEN               ","2","0.91932213253287"
"67","0.470003629245736","0","ALLEN               ","2","0.91932213253287"
"68","-0.356674943938732","0","ALLEN               ","2","0.91932213253287"
"69","1.88706964903238","0","ALLEN               ","2","0.91932213253287"
"70","1.16315080980568","0","ALLEN               ","2","0.91932213253287"
"71","-0.105360515657826","9","ALLEN               ","2","0.91932213253287"
"72","2.28238238567653","0","ALLEN               ","2","0.91932213253287"
"73","-0.22314355131421","0","ALLEN               ","2","0.91932213253287"
"74","-0.356674943938732","1","ALLEN               ","2","0.91932213253287"
"75","0.693147180559945","0","ALLEN               ","2","0.91932213253287"
"76","0.0953101798043249","0","ALLEN               ","2","0.91932213253287"
"77","0.53062825106217","1","ALLEN               ","2","0.91932213253287"
"78","-0.105360515657826","0","ALLEN               ","2","0.91932213253287"
"79","0","1","ALLEN               ","2","0.91932213253287"
"80","0","0","ALLEN               ","2","0.91932213253287"
"81","0.182321556793955","0","ALLEN               ","2","0.91932213253287"
"82","1.19392246847243","0","ALLEN               ","2","0.91932213253287"
"83","1.19392246847243","0","ALLEN               ","2","0.91932213253287"
"84","-1.20397280432594","0","ALLEN               ","2","0.91932213253287"
"85","3.26575941076705","0","ALLEN               ","2","0.91932213253287"
"86","0.587786664902119","0","ALLEN               ","2","0.91932213253287"
"87","0.262364264467491","0","ALLEN               ","2","0.91932213253287"
"88","1.09861228866811","1","ALLEN               ","2","0.91932213253287"
"89","-0.22314355131421","0","ALLEN               ","2","0.91932213253287"
"90","-1.20397280432594","0","ALLEN               ","2","0.91932213253287"
"91","0.0953101798043249","0","ALLEN               ","2","0.91932213253287"
"92","0.8754687373539","0","ALLEN               ","2","0.91932213253287"
"93","0.587786664902119","0","ALLEN               ","2","0.91932213253287"
"94","0.53062825106217","0","ALLEN               ","2","0.91932213253287"
"95","2.29253475714054","0","ALLEN               ","2","0.91932213253287"
"96","-0.105360515657826","0","ALLEN               ","2","0.91932213253287"
"97","-0.356674943938732","0","ALLEN               ","2","0.91932213253287"
"98","1.38629436111989","0","ALLEN               ","2","0.91932213253287"
"99","-0.693147180559945","1","ALLEN               ","2","0.91932213253287"
"100","0.405465108108164","0","ALLEN               ","2","0.91932213253287"
"101","1.6094379124341","0","ALLEN               ","2","0.91932213253287"
"102","1.28093384546206","0","ALLEN               ","2","0.91932213253287"
"103","0.182321556793955","1","ALLEN               ","2","0.91932213253287"
"104","0.916290731874155","0","ALLEN               ","2","0.91932213253287"
"105","0.955511445027436","1","ALLEN               ","2","0.91932213253287"
"106","0.53062825106217","9","ALLEN               ","2","0.91932213253287"
"107","-0.105360515657826","1","ALLEN               ","2","0.91932213253287"
"108","2.51769647261099","9","ALLEN               ","2","0.91932213253287"
"109","0.832909122935104","1","ALLEN               ","2","0.91932213253287"
"110","0.262364264467491","1","ALLEN               ","2","0.91932213253287"
"111","0.336472236621213","0","ALLEN               ","2","0.91932213253287"
